term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.008894245967247773,0.015592388945645179,0.5686885938415629,-0.021666836366216777,0.03945532830071233,
distractor,0.01037474732377008,0.014000793857062956,0.45980285101433027,-0.017066808636073315,0.037816303283613475,
outside,0.15112850169917716,0.025491888587787115,1.49064028045961e-08,0.10116440006711441,0.2010926033312399,***
