term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.07895203576625423,0.021635813796692525,0.0003111069214785537,0.036545840724736885,0.12135823080777158,***
distractor,0.011616922300338716,0.01218039473313806,0.34098150726434495,-0.01225665137661188,0.03549049597728931,
outside,0.16798431833794625,0.021410814127956965,1.4417512965827167e-13,0.1260191226471506,0.2099495140287419,***
