term,Estimate,SE,P-val,CI_low,CI_high,sig
critical,0.055788882594222516,0.023012077858679515,0.016853040829179232,0.01068520999121067,0.10089255519723436,*
distractor,0.02314626807774723,0.014562078894262509,0.11451296960109283,-0.005395406555007285,0.05168794271050174,
outside,0.12040000885180085,0.02526752131867796,4.86068104695035e-06,0.07087566706719206,0.16992435063640965,***
