area,term,estimate,ci_low,ci_high
answer_A,C(area_label)[answer_A],0.20157273141402848,0.1920801791692938,0.21106528365876318
answer_B,C(area_label)[answer_B],0.20253580150136635,0.19304324925663166,0.21202835374610104
answer_C,C(area_label)[answer_C],0.3380593785350055,0.32856682629027084,0.34755193077974017
answer_D,C(area_label)[answer_D],0.18199602310564303,0.17250347086090834,0.19148857535037772
