group,n,k_correct,accuracy,ci_low,ci_high
XYX absent,7326,6060,0.8271908271908271,0.8183620894928135,0.8356766007839312
XYX present,2391,1830,0.7653701380175659,0.747966645577032,0.7819222623156654
