pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,2378,1974,0.8301093355761143,0.8144857567546901,0.844668067748165
not_matching,7325,5906,0.8062798634812287,0.7970695594233633,0.8151690786719122
