pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,12014,10257,0.8537539537206592,0.8473222739866254,0.8599594728455179
not_matching,7422,6082,0.8194556723255187,0.8105402615254556,0.8280405560346713
