pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,2437,2140,0.8781288469429627,0.8645418366192742,0.8905255958597528
not_matching,7268,6295,0.8661254815630159,0.8581030718659928,0.8737610545473218
