pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,2535,2103,0.829585798816568,0.8144527188959796,0.8437214657400371
not_matching,7168,5777,0.8059430803571429,0.7966248609464522,0.8149335426858869
