pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,5874,4848,0.8253319713993871,0.8154103912352931,0.834828295019879
not_matching,3843,3042,0.7915690866510539,0.7784386219797464,0.8041172077170103
