pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,13108,12055,0.9196673787000306,0.9148903056406281,0.9241985375314858
not_matching,6328,4284,0.6769911504424779,0.665364931006543,0.6884026048079979
