pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,9181,7729,0.8418472933231674,0.8342406015287676,0.8491680268791519
not_matching,10255,8610,0.8395904436860068,0.8323605468531937,0.8465660095330555
