pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,7439,6837,0.9190751445086706,0.912659183287447,0.9250584970135821
not_matching,2280,1612,0.7070175438596491,0.6879997445024467,0.7253389038521502
