pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,6197,5428,0.875907697272874,0.8674654919146866,0.8838841313364542
not_matching,3522,3021,0.8577512776831345,0.8458248946244913,0.8688980810191109
