pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,14709,13224,0.8990414032225168,0.8940678867169938,0.9038065361273329
not_matching,4727,3115,0.6589803257880262,0.6453419348910132,0.6723605221094495
