pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,9284,7899,0.8508186126669539,0.843426453508938,0.8579205634341589
not_matching,10152,8440,0.8313632781717888,0.8239545389546804,0.838521331090398
