pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,4709,4116,0.8740709280101933,0.8642889005315485,0.8832431192163676
not_matching,5010,4333,0.8648702594810379,0.8551237227298708,0.8740576698374573
