pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,4789,4045,0.8446439757778241,0.8341084292969478,0.8546270381969079
not_matching,14619,12270,0.8393186948491689,0.8332765636911775,0.845182539633856
