pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,5837,4900,0.8394723316772315,0.8298319254027192,0.8486661869241071
not_matching,13571,11415,0.8411318252155331,0.8348850381925613,0.8471855356548713
