pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,5899,4835,0.8196304458382777,0.8096114167801587,0.8292334405848094
not_matching,3818,3055,0.8001571503404924,0.7871738246461555,0.8125370581910609
