pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,2442,2090,0.8558558558558559,0.84136566068626,0.8692281897086308
not_matching,7263,6345,0.8736059479553904,0.8657656964731988,0.8810511874946587
