pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,2468,2185,0.8853322528363047,0.8721582582118521,0.8973085231547209
not_matching,7237,6250,0.8636175210722675,0.8555172573065727,0.8713319531498472
