pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,6140,5409,0.8809446254071661,0.8726047948988718,0.8888080644430747
not_matching,3579,3040,0.849399273540095,0.837307170664414,0.8607421095493695
