pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,4487,3689,0.8221528861154446,0.8106900474324333,0.8330645664020871
not_matching,5230,4201,0.8032504780114723,0.7922552867024629,0.8138005022232088
