pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,7270,6387,0.8785419532324622,0.8708323318936089,0.8858517289745849
not_matching,2447,1503,0.6142214957090315,0.5947694851447949,0.6333154306653497
