pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,9805,8329,0.8494645588985211,0.8422495314048554,0.8564058531412667
not_matching,9631,8010,0.8316893365174955,0.8240850624638211,0.8390291085050093
