pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,2346,1911,0.8145780051150895,0.7983414177877501,0.8297860270578938
not_matching,7357,5969,0.8113361424493679,0.8022342471433634,0.8201130670550565
