pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,4797,4210,0.8776318532416093,0.8680545797639898,0.8866047699633579
not_matching,4922,4239,0.8612352702153596,0.851295237649981,0.8706118573731313
