pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,6433,5807,0.9026892585108036,0.8952044297389554,0.9096934257558884
not_matching,3284,2083,0.6342874543239951,0.6176666257639594,0.6505944729459054
