pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,7308,6187,0.8466064586754242,0.8381622140668875,0.8546864931589363
not_matching,12128,10152,0.8370712401055409,0.8303920130273497,0.8435369970579782
