pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,5501,4687,0.8520269041992365,0.8423980475440978,0.8611644309838948
not_matching,13907,11628,0.8361256920975049,0.8298808156202451,0.842184920503154
