pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,5070,4303,0.8487179487179487,0.8385907020687898,0.8583171399103527
not_matching,4647,3587,0.7718958467828707,0.7596094766732416,0.7837330443878928
