pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,4998,4241,0.8485394157663065,0.8383329117259198,0.8582105373909016
not_matching,14410,12074,0.8378903539208883,0.8317828436828748,0.8438177540092769
