pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,2785,2459,0.8829443447037701,0.870473359484768,0.8943603263007567
not_matching,6920,5976,0.8635838150289017,0.855294798400828,0.8714693725183912
