pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,5455,4900,0.8982584784601283,0.8899536590357311,0.9060027577981995
not_matching,4264,3549,0.8323170731707317,0.8208056288255386,0.8432302622909452
