pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,4719,3855,0.8169103623649078,0.8056196249009487,0.8276855445970076
not_matching,4998,4035,0.8073229291716687,0.7961541037952236,0.8180196837153606
