pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,5560,4489,0.8073741007194245,0.7967972250510539,0.8175265184573882
not_matching,4157,3401,0.8181380803464037,0.8061200762452108,0.8295686267325715
