pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,2462,2122,0.8619008935824533,0.8477079053156066,0.874966251856533
not_matching,7243,6313,0.8716001656772056,0.8636983213631214,0.8791080344429721
