pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,12096,10263,0.8484623015873016,0.8419615633679416,0.8547417719881181
not_matching,7340,6076,0.8277929155313352,0.8189843765605764,0.8362585142991612
