pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,4759,3912,0.8220214330741753,0.8108956270444629,0.8326277687367447
not_matching,4958,3978,0.8023396530859217,0.7910222393589449,0.8131889067606731
