pref_group,n_trials,n_correct,acc,ci_low,ci_high
matching,2443,2134,0.8735161686451085,0.8597460731171017,0.8861134054858452
not_matching,7262,6301,0.8676673092811897,0.8596789515250212,0.8752668804898138
