group,n,k_correct,accuracy,ci_low,ci_high
≤ 250.0,8884,7404,0.8334083746060333,0.8255162838697387,0.841012246521712
> 250.0,833,486,0.5834333733493398,0.5496461810966203,0.61645454812143
