group,n,k_correct,accuracy,ci_low,ci_high
≤ 100.0,4078,3665,0.8987248651299656,0.8890866545936235,0.9076125607801432
> 100.0,5639,4225,0.7492463202695513,0.7377658702685653,0.7603874005941148
