group,n,k_correct,accuracy,ci_low,ci_high
≤ 250.0,18011,15485,0.8597523735494975,0.8546042911759278,0.8647470241306691
> 250.0,1425,854,0.5992982456140351,0.5736203667073564,0.6244421757046227
