group,n,k_correct,accuracy,ci_low,ci_high
≤ 100.0,4927,4548,0.9230769230769231,0.9153022340137621,0.9301923768859272
> 100.0,4792,3901,0.8140651085141903,0.8027994850474317,0.8248275825354511
