group,n,k_correct,accuracy,ci_low,ci_high
≤ 150.0,14349,12770,0.8899574883267126,0.8847322624332803,0.8949739666105907
> 150.0,5087,3569,0.7015922940829565,0.6888700191793052,0.7140103218629302
