group,n,k_correct,accuracy,ci_low,ci_high
≤ 400.0,19103,16163,0.8460974716013192,0.8409106566233463,0.851145114645517
> 400.0,333,176,0.5285285285285285,0.4748926096284427,0.5815137249810591
