group,n,k_correct,accuracy,ci_low,ci_high
≤ 300.0,9210,7616,0.8269272529858849,0.8190650051817513,0.8345168840489036
> 300.0,507,274,0.5404339250493096,0.4969114274346339,0.5833482851651229
