group,n,k_correct,accuracy,ci_low,ci_high
> 350.0,516,279,0.5406976744186046,0.49755609535870415,0.5832377464577261
≤ 350.0,18920,16060,0.8488372093023255,0.8436621919771848,0.8538705965027186
