group,n,k_correct,accuracy,ci_low,ci_high
≤ 300.0,9384,8262,0.8804347826086957,0.8737139291342211,0.8868442805398749
> 300.0,335,187,0.5582089552238806,0.5046681691355804,0.6104298589695872
