group,n,k_correct,accuracy,ci_low,ci_high
> 400.0,139,67,0.48201438848920863,0.40055259120997616,0.5644436003756682
≤ 400.0,9580,8382,0.8749478079331942,0.8681732925995956,0.8814217340961713
