group,n,k_correct,accuracy,ci_low,ci_high
≤ 150.0,7559,6866,0.9083212065087974,0.9016066820135615,0.9146209115935819
> 150.0,2160,1583,0.7328703703703704,0.7138092654944838,0.7511046172961974
