group,n,k_correct,accuracy,ci_low,ci_high
≤ 200.0,8214,6950,0.8461163866569272,0.8381512244755521,0.8537579503131175
> 200.0,1503,940,0.6254158349966733,0.6006551170170796,0.6495370730578426
