group,n,k_correct,accuracy,ci_low,ci_high
≤ 350.0,9514,8337,0.8762875762034896,0.8695191537629579,0.8827522435672941
> 350.0,205,112,0.5463414634146342,0.47796181285412287,0.6130162298346901
