run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
SELECTION - 10 features best performer,trial_level_log_reg,240,0.8458333333333333,0.8149825783972126,205,35,0.719332298136646,0.8149825783972126,0.7491454560863301,0.8873414855072463,0.8458333333333333,0.8594604838178104,0.8774912891986063,0.9755749993286641,10,area_dwell_proportion__correct | area_dwell_proportion__question | skip_rate__correct | has_xyx | ANSWER_PRESS_NUMBER | num_label_visits__correct | num_label_visits__contrast | mean_fixations_count__question | mean_fixations_count__wrong_mean | mean_max_fix_pupil_size_z__correct,0.48214285714285715,0.7714285714285715,0.5934065934065934,35,0.9565217391304348,0.8585365853658536,0.9048843187660668,205
