run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
select_1_plus_last_all,trial_level_log_reg,1583,0.8780795957043588,0.8729891902968826,1352,231,0.7635485812281393,0.8729891902968826,0.7997632700196423,0.913012221772775,0.8780795957043588,0.8884426650626396,0.9339186454571069,0.9838962915306277,22,skip_rate__correct | area_dwell_proportion__correct | num_label_visits__correct | skip_rate__wrong_mean | area_dwell_proportion__wrong_mean | num_label_visits__wrong_mean | seq_len | has_xyx | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D | last_before_confirm_answer_A | last_before_confirm_answer_B | last_before_confirm_answer_C | last_before_confirm_answer_D | last_before_confirm_question | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.5524861878453039,0.8658008658008658,0.6745362563237775,231,0.9746109746109746,0.8801775147928994,0.9249902837155072,1352
