run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
BASELINE - total_answering_RT,trial_level_log_reg,2038,0.7090284592737979,0.6318670634920636,1750,288,0.5765135842379323,0.6318670634920636,0.5755054013090997,0.8116309960127327,0.7090284592737979,0.746293424707515,0.6744454365079365,0.91477048119441,1,total_answering_RT,0.2487644151565074,0.5243055555555556,0.33743016759776534,288,0.9042627533193571,0.7394285714285714,0.8135806350204339,1750
