run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
selected_last_ans_only,trial_level_log_reg,3887,0.8157962438898894,0.8299807223056817,3249,638,0.7158034270873166,0.8299807223056817,0.7413854368852648,0.8832705500324851,0.8157962438898894,0.8345684666641975,0.8985822500484837,0.9746339278073435,12,skip_rate__correct | skip_rate__wrong_mean | area_dwell_proportion__correct | area_dwell_proportion__wrong_mean | num_label_visits__correct | num_label_visits__wrong_mean | seq_len | has_xyx | last_visited_answer_A | last_visited_answer_B | last_visited_answer_C | last_visited_answer_D,0.46649484536082475,0.8510971786833855,0.6026637069922308,638,0.9651120088138083,0.8088642659279779,0.8801071667782987,3249
