run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_ans_pruned_t05_aic,trial_level_log_reg,3887,0.820684332390018,0.8366835322370713,3249,638,0.7209511462320451,0.8366835322370713,0.747562243152799,0.886496822683709,0.820684332390018,0.8388250419091942,0.8984283565427897,0.9746443599141799,13,last_visited_answer_A | area_dwell_proportion__correct | num_label_visits__wrong_mean | last_visited_answer_D | mean_first_fixation_duration__wrong_mean | has_xyx | last_visited_answer_C | mean_max_fix_pupil_size_z__wrong_mean | num_label_visits__distance_furthest | skip_rate__distance_closest | num_label_visits__contrast | mean_max_fix_pupil_size_z__contrast | first_encounter_avg_pupil_size_z__distance_closest,0.47450302506482284,0.8605015673981191,0.611699164345404,638,0.9673992673992674,0.8128654970760234,0.883425321960194,3249
