run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_ans_pruned_t08_aic,trial_level_log_reg,3887,0.8165680473372781,0.8348510416998334,3249,638,0.7178183644009288,0.8348510416998334,0.7435591873006497,0.8855707535660609,0.8165680473372781,0.8354714985618052,0.8998293181118666,0.9755348154556619,23,last_visited_answer_A | mean_fixations_count__wrong_mean | area_dwell_proportion__correct | last_visited_answer_B | num_label_visits__distance_furthest | skip_rate__contrast | has_xyx | last_visited_answer_C | num_label_visits__wrong_mean | first_encounter_avg_pupil_size_z__correct | num_label_visits__distance_closest | mean_first_fixation_duration__wrong_mean | mean_first_fixation_duration__distance_closest | area_dwell_proportion__distance_furthest | area_dwell_proportion__distance_closest | mean_dwell_time__correct | mean_first_fixation_duration__distance_furthest | first_encounter_avg_pupil_size_z__contrast | skip_rate__distance_closest | first_encounter_avg_pupil_size_z__distance_closest | mean_fixations_count__distance_furthest | has_xyxy | mean_fixations_count__distance_closest,0.46808510638297873,0.8620689655172413,0.6067291781577496,638,0.967551622418879,0.8076331178824253,0.8803891964435497,3249
