run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
3_most_frequent_last_confirm,trial_level_log_reg,1583,0.7188881869867341,0.7815886037039883,1352,231,0.6476374581984716,0.7815886037039883,0.641361617722902,0.8751932045564265,0.7188881869867341,0.7594421668326244,0.8449499218729989,0.9648002546323677,8,ANSWER_PRESS_NUMBER | RT_normalized_question | TFD_normalized_outside__x__TFD_normalized_answer_D | last_before_select_answer_A | last_before_select_answer_B | last_before_select_answer_C | last_before_select_answer_D | last_before_select_question,0.3262987012987013,0.8701298701298701,0.47461629279811096,231,0.9689762150982419,0.6930473372781065,0.808106942647693,1352
