run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
SELECTION + LAST + RT,trial_level_log_reg,2038,0.8120706575073602,0.8238531746031745,1750,288,0.6932167796572049,0.8238531746031745,0.7194475025726017,0.8906762903582583,0.8120706575073602,0.8350880256423001,0.9010337301587302,0.9813590937821206,14,area_dwell_proportion__correct | area_dwell_proportion__question | skip_rate__correct | has_xyx | ANSWER_PRESS_NUMBER | num_label_visits__correct | num_label_visits__contrast | mean_fixations_count__question | mean_fixations_count__wrong_mean | mean_max_fix_pupil_size_z__correct | last_before_confirm_correct | last_before_confirm_question | RT_normalized_correct | RT_normalized_wrong_mean,0.41796200345423146,0.8402777777777778,0.558246828143022,288,0.9684715558601782,0.8074285714285714,0.8806481770021813,1750
