run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
full_last_ans_pruned_t06_aic,trial_level_log_reg,3887,0.8175971186004631,0.8310579768455402,3249,638,0.7172593324278718,0.8310579768455402,0.7432161124753722,0.8838085757188037,0.8175971186004631,0.836050150234747,0.8977790127852217,0.9745421386389992,17,last_visited_answer_A | area_dwell_proportion__correct | num_label_visits__wrong_mean | last_visited_answer_B | mean_first_fixation_duration__wrong_mean | has_xyx | skip_rate__contrast | last_visited_answer_C | first_encounter_avg_pupil_size_z__correct | area_dwell_proportion__distance_furthest | skip_rate__distance_closest | num_label_visits__distance_furthest | mean_fixations_count__contrast | mean_max_fix_pupil_size_z__wrong_mean | mean_fixations_count__distance_furthest | skip_rate__distance_furthest | first_encounter_avg_pupil_size_z__distance_closest,0.4693171996542783,0.8510971786833855,0.6050139275766017,638,0.9652014652014652,0.8110187750076947,0.8814182973741428,3249
