run_identifier,model,n_test,accuracy,balanced_accuracy,n_positive,n_negative,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,roc_auc,average_precision,n_features,trained_feature_cols,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1
SELECTION + LAST + RT,trial_level_log_reg,1583,0.8566013897662665,0.8622099054791362,1352,231,0.7398543349659691,0.8622099054791362,0.7748169695815132,0.9061484244591502,0.8566013897662665,0.8709179496937863,0.916743512897359,0.9804641602249307,14,area_dwell_proportion__correct | area_dwell_proportion__question | skip_rate__correct | has_xyx | ANSWER_PRESS_NUMBER | num_label_visits__correct | num_label_visits__contrast | mean_fixations_count__question | mean_fixations_count__wrong_mean | mean_max_fix_pupil_size_z__correct | last_before_confirm_correct | last_before_confirm_question | RT_normalized_correct | RT_normalized_wrong_mean,0.5050251256281407,0.8701298701298701,0.6391096979332274,231,0.9746835443037974,0.8542899408284024,0.910524241229799,1352
